Trial,ButtonPressTimeinOverallExp,squareStartTime,squareStartFrame,flash_circleStartTime,flash_circleStartFrame,flash_circleEndTime,flash_circleEndFrame,lilsquareStartTime,lilsquareStartFrame,lilsquareEndTime,lilsquareEndFrame,lilafterflash,ButtonPressTime,Key,false_presses,Acc,Opacity,FlashSide,CorrSide,SquareAbsent,wmarith_probeStartTime,wmarith_probeStartFrame,ButtonPressTime_wmarith,Key_wmarith,false_presses_wmarith,Acc_wmarith,PenultimateAbsent,Corr_wmarith_choice,frameRate,session,participant
9,801.7057323,1.044066564,63,1.727494542,104,1.760653833,106,2.561196324,154,2.593849875,156,30,3.594110426,nope,0,1,0,-1,-1,bottom,0.492718814,30,1.559908933,s,0,0,left,FALSE,60.08401695,4,714
10,806.9064613,1.075574377,65,1.509374122,91,1.542446374,93,2.292058108,138,2.325843176,140,27,3.077122888,right,0,1,0.126913447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
11,810.0066691,1.092557933,66,1.542612489,93,1.576367974,95,2.574942912,155,2.609191623,157,42,3.609828207,nope,0,0,0.126913447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
12,813.6409532,1.091196586,65,1.89146146,113,1.92378847,115,2.491197041,149,2.524745452,151,16,3.1413565,left,1,1,0.126913447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
13,816.8044473,0.995337401,60,1.629050334,98,1.66154801,100,2.478840244,149,2.512087713,151,31,3.112901336,down,0,1,0.126913447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
14,819.9391996,1.160914839,70,1.792929075,108,1.827174941,110,2.427071517,146,2.460108498,148,18,3.327235243,down,0,0,0,-1,-1,right,0.495925631,30,1.264187191,d,0,1,left,FALSE,60.08401695,4,714
15,824.5762132,1.122277733,68,1.639305662,99,1.672442767,101,2.00534697,121,2.038816874,123,2,3.039783413,nope,0,0,0.126913447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
16,827.6408838,1.107876925,67,1.50796954,91,1.541312582,93,2.457241307,148,2.490739087,150,37,2.925360305,right,1,1,0.126913447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
17,830.5894052,1.04280591,63,1.577314603,95,1.610066002,97,2.009468557,121,2.043047688,123,6,2.460198382,right,0,1,0.126913447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
18,833.0712895,0.995214522,60,1.56165826,94,1.595307364,96,2.328259808,140,2.36190493,142,26,2.831327817,left,0,1,0.126913447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
19,835.9237191,1.091479323,66,1.675071026,101,1.708456734,103,2.308172974,139,2.341744708,141,18,2.859237418,down,0,0,0.126913447,0,1,left,0.49493918,30,1.346861279,d,0,1,right,FALSE,60.08401695,4,714
20,840.1764438,1.055371489,64,1.571941464,95,1.605550745,97,2.290317314,138,2.322828643,140,23,3.073493388,down,0,1,0,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
21,843.275603,1.058050947,64,1.607155007,97,1.640102673,99,1.973448901,119,2.006744157,121,2,2.607629459,left,0,1,0.120313447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
22,845.9058714,0.993623913,60,1.427328654,86,1.460955002,88,1.976735931,119,2.010517016,121,13,2.476438971,left,0,1,0.120313447,0,-1,right,0.498504965,30,1.317876481,d,0,1,bottom,FALSE,60.08401695,4,714
23,849.7417042,1.089704964,65,1.689934908,101,1.72372794,103,2.073290295,124,2.106449018,126,3,2.540981489,right,0,1,0.120313447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
24,852.3031912,0.99645242,60,1.579523022,95,1.613602205,97,2.113409352,127,2.14669835,129,12,2.847366451,right,0,1,0.120313447,1,1,bottom,0.493893566,30,1.043923205,d,0,1,left,FALSE,60.08401695,4,714
25,856.2381993,1.078601994,65,1.578102511,95,1.611223688,97,2.294863291,138,2.328179595,140,23,2.828774651,right,0,1,0.120313447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
26,859.0890934,1.160138877,70,1.893653382,114,1.927383267,116,2.793542904,168,2.827301803,170,34,2.960152871,left,0,0,0.120313447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
27,862.0718931,1.177687906,71,1.91154033,115,1.944824777,117,2.878030604,173,2.911439068,175,38,3.244074756,left,0,1,0.120313447,1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
28,865.3353413,1.014792771,61,1.531221662,92,1.564512367,94,2.213940806,133,2.247432328,135,21,3.048097698,right,0,1,0.120313447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
29,868.4032983,1.146441782,69,1.580057776,95,1.613008855,97,2.196428754,132,2.229706375,134,17,2.914528694,down,0,1,0.120313447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
30,871.3393167,1.02672973,62,1.626620048,98,1.659726434,100,2.40948551,145,2.442696002,147,27,2.844108434,right,0,1,0.120313447,1,1,bottom,0.49530213,30,1.296181971,d,0,1,left,FALSE,60.08401695,4,714
31,875.5224352,1.126639959,68,1.760827344,106,1.793859774,108,2.743392661,165,2.777070209,167,39,3.543788947,right,0,1,0,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
32,879.0877321,1.178755707,71,1.645190799,99,1.678966764,101,2.111850032,127,2.14570678,129,8,2.796282664,right,0,1,0.120313447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
33,881.9058025,1.093246286,66,1.610766871,97,1.6435598,99,2.609881683,157,2.642660389,159,40,3.043744574,down,0,1,0.120313447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
34,884.9712558,1.077958014,65,1.562182774,94,1.595249906,96,2.012166789,121,2.045495609,123,7,3.012396619,right,0,1,0.120313447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
35,888.0079968,1.124172127,68,1.774148404,107,1.80692768,109,2.157378636,130,2.190581733,132,3,2.991389325,down,0,1,0,0,0,right,0.494040908,30,1.443519181,d,0,1,left,FALSE,60.08401695,4,714
36,892.4906156,1.025556684,62,1.808746981,109,1.842392102,111,2.858376692,172,2.891786294,174,43,3.075912865,right,1,1,0.120313447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
37,895.5853194,1.03134056,62,1.481510031,89,1.51445599,91,2.064589167,124,2.097805916,126,15,2.61518428,right,0,1,0.120313447,1,1,bottom,0.494536408,30,1.378181359,d,0,1,left,FALSE,60.08401695,4,714
38,899.6216372,1.176269102,71,1.593161522,96,1.625902682,98,1.976105604,119,2.009738778,121,3,2.559734284,down,0,1,0.120313447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
39,902.2041571,1.062989456,64,1.744793261,105,1.778704052,107,2.261422969,136,2.294934971,138,11,2.762832671,right,0,1,0.101338447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
40,904.9893356,1.193587163,72,1.876438858,113,1.909504283,115,2.7095581,163,2.742904556,165,30,3.226376678,right,0,1,0.101338447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
41,908.2350215,1.165489829,70,1.598519301,96,1.631704761,98,2.214755452,133,2.24809565,135,17,2.765529196,left,0,1,0.101338447,0,-1,right,0.494843038,30,1.327545286,d,0,1,bottom,FALSE,60.08401695,4,714
42,912.3736803,1.075374129,65,1.825506964,110,1.858807339,112,2.842734003,171,2.875650949,173,41,3.559587511,down,0,1,0,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
43,915.9549276,1.111343154,67,1.912298088,115,1.944940261,117,2.494176871,150,2.527948855,152,15,3.477894754,right,0,0,0.101338447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
44,919.4572146,1.174206317,71,1.740519781,105,1.773552211,107,2.124920214,128,2.158032857,130,3,3.15794411,nope,0,0,0.101338447,1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
45,922.6393028,1.027038067,62,1.610108669,97,1.643013099,99,2.392811998,144,2.426766025,146,27,2.927520938,down,1,1,0.101338447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
46,925.5889574,1.194141828,72,1.859998589,112,1.893308067,114,2.493146048,150,2.526298513,152,18,2.944645009,left,0,1,0.101338447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
47,928.5580453,1.089656039,66,1.757374768,106,1.790250185,108,2.707300187,163,2.740250697,165,37,3.140883186,right,0,1,0.101338447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
48,931.7225373,1.176534772,71,1.809003549,109,1.843731262,111,2.643835141,159,2.676515999,161,30,3.061246955,right,0,1,0.101338447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
49,934.8061216,1.075802501,65,1.526159136,92,1.559776382,94,2.392702202,144,2.425876285,146,32,2.960270631,right,0,0,0.101338447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
50,937.7905853,1.191785498,72,1.874426704,113,1.907693516,115,2.291100102,138,2.324595038,140,5,2.89332172,left,0,0,0.101338447,1,0,left,0.492038425,30,1.3103831,d,0,0,left,TRUE,60.08401695,4,714
51,942.0380455,1.127510357,68,1.727622541,104,1.760876837,106,2.22786318,134,2.260916659,136,10,2.878386158,down,0,0,0.101338447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
52,944.9372609,1.145637944,69,1.829784995,110,1.862519328,112,2.879464768,173,2.912498336,175,43,3.430087756,right,1,1,0.101338447,1,1,left,0.493938508,30,1.260756233,d,0,1,right,FALSE,60.08401695,4,714
53,949.6709694,1.161715832,70,1.727854647,104,1.761404195,106,2.495939853,150,2.528597955,152,26,3.128941677,right,0,1,0.101338447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
54,952.8230403,1.159387946,70,1.875625349,113,1.908750508,115,2.225401037,134,2.259205447,136,1,2.89187504,right,0,0,0.101338447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
55,955.7349612,1.098375372,66,1.681934649,101,1.714605266,103,2.514920771,151,2.548797998,153,30,3.015766706,left,0,1,0.101338447,-1,-1,right,0.493980606,30,1.476419629,d,0,1,left,FALSE,60.08401695,4,714
56,960.2692338,1.147563627,69,1.897356837,114,1.930551968,116,2.598050538,156,2.630674507,158,22,3.030230661,right,0,1,0.102988447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
57,963.3206424,1.162201092,70,1.728718218,104,1.762391784,106,2.478564903,149,2.512350539,151,25,2.99641658,right,0,1,0.102988447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
58,966.3381624,1.111480825,67,1.795114739,108,1.829010171,110,2.910892937,175,2.944327001,177,47,3.361431616,right,1,0,0.102988447,0,0,left,0.494256516,30,1.495886377,d,0,1,bottom,FALSE,60.08401695,4,714
59,971.2427072,1.038682048,62,1.738864888,104,1.77199346,106,2.638971156,158,2.672834161,160,34,3.105238426,left,0,1,0.102988447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
60,974.3689148,1.147543147,69,1.714054584,103,1.747806656,105,2.547843975,153,2.580524264,155,30,2.948707432,right,0,1,0.102988447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
61,977.340901,1.19164612,72,1.957613359,118,1.991420614,120,2.324428923,140,2.357738401,142,2,2.823958453,right,0,0,0.102988447,0,0,right,0.4984458,30,1.315558835,d,0,1,bottom,FALSE,60.08401695,4,714
62,981.5207911,1.161956471,70,1.828168787,110,1.861755313,112,2.627967742,158,2.661822214,160,28,3.661554268,nope,0,1,0,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
63,985.2046617,1.077592788,65,1.561298155,94,1.594360167,96,2.361483385,142,2.394423655,144,28,2.861615935,down,1,1,0.102988447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
64,988.0878333,0.995389739,60,1.594550744,96,1.628319883,98,1.994492035,120,2.027781602,122,4,2.696165928,left,0,1,0.102988447,-1,-1,right,0.493445283,30,1.260466669,d,0,1,left,FALSE,60.08401695,4,714
65,992.087608,1.044328252,63,1.478108086,89,1.510966437,91,2.061166742,124,2.095071845,126,15,2.610641716,right,0,1,0.102988447,0,1,left,0.498769497,30,1.498408823,d,0,1,right,FALSE,60.08401695,4,714
66,996.2346045,1.032031758,62,1.48182747,89,1.514503777,91,1.948673298,117,1.982413424,119,8,2.548908931,down,0,1,0.102988447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
67,998.8047534,1.061215666,64,1.678007621,101,1.711777897,103,2.060576237,124,2.093820862,126,3,2.711870626,left,0,1,0.102988447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
68,1001.539622,1.041317133,62,1.674180148,100,1.707180721,102,2.540775552,152,2.574461634,154,32,2.70787647,left,0,1,0.102988447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
69,1004.27412,1.124248927,68,1.607748356,97,1.641061816,99,2.22446408,134,2.257609718,136,17,2.741407245,down,0,1,0.102988447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
70,1007.039199,1.042780311,63,1.809441592,109,1.84280739,111,2.892978113,174,2.926442897,176,45,2.943808745,right,0,1,0.102988447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
71,1010.002332,1.080589686,65,1.830735036,110,1.863793635,112,2.646038441,159,2.679471367,161,29,3.030965094,left,0,1,0.102988447,-1,-1,right,0.498642066,30,1.182457456,d,0,1,left,FALSE,60.08401695,4,714
72,1014.254664,1.061115542,64,1.661070145,100,1.694310788,102,2.311092502,139,2.343924684,141,19,3.161814249,left,0,1,0.102988447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
73,1017.438867,1.009304718,61,1.626617204,98,1.659441421,100,2.110206517,127,2.142687696,129,9,2.6939211,right,0,1,0.088138447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
74,1020.155154,1.177654911,71,1.61065992,97,1.643753221,99,1.943533972,117,1.97731904,119,0,2.677627035,left,0,1,0.088138447,1,-1,bottom,0.4965241,30,1.196577234,d,0,0,bottom,TRUE,60.08401695,4,714
75,1024.07157,1.160534822,70,1.910829221,115,1.943998753,117,2.97717568,179,3.011010241,181,44,3.311248377,right,0,1,0.088138447,1,1,bottom,0.494869207,30,1.579978701,s,0,1,bottom,TRUE,60.08401695,4,714
76,1029.006599,1.075124387,65,1.508825715,91,1.541489506,93,2.324610398,140,2.358464301,142,29,2.89193136,right,0,1,0.088138447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
77,1031.921959,0.994427751,60,1.543358869,93,1.576603494,95,2.109670057,127,2.143495515,129,14,2.75959741,down,0,1,0.088138447,0,0,right,0.496285167,30,1.064218821,d,0,1,left,FALSE,60.08401695,4,714
78,1035.787609,1.027606954,62,1.477988051,89,1.511274774,91,1.861140346,112,1.894929395,114,3,2.86197661,right,0,0,0.088138447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
79,1038.673308,1.19125245,72,1.674523756,101,1.708172291,103,2.541648794,153,2.574583375,155,32,2.959003719,left,0,0,0.088138447,-1,1,bottom,0.494445386,30,1.260755664,d,0,0,bottom,TRUE,60.08401695,4,714
80,1042.934601,1.064786002,64,1.83230744,110,1.865176031,112,2.699103093,162,2.732270918,164,32,3.73202971,nope,0,1,0,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
81,1060.582955,1.166794856,70,1.567744784,94,1.598873717,96,2.099882354,126,2.133377858,128,12,2.550194616,left,0,1,0.088138447,1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
82,1063.154686,1.027195648,62,1.727503075,104,1.760555985,106,2.644017185,159,2.67724133,161,35,2.944334396,left,0,1,0.088138447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
83,1066.122209,1.076129042,65,1.576672329,95,1.609926625,97,2.576465254,155,2.609738323,157,40,3.476637513,right,0,1,0,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
84,1069.620408,1.029068993,62,1.746190447,105,1.779123322,107,2.161652116,130,2.195078216,132,5,2.679523705,left,0,1,0.088138447,-1,-1,bottom,0.498536822,30,1.282213517,s,0,1,bottom,TRUE,60.08401695,4,714
85,1073.620474,1.16212031,70,1.962299851,118,1.995448903,120,2.895273003,174,2.928457895,176,36,3.612748874,right,0,0,0.088138447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
86,1077.257151,1.090920107,66,1.858705509,112,1.891385229,114,2.191439045,132,2.225076202,134,0,2.691431081,right,0,1,0.088138447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
87,1079.97067,1.177904083,71,1.894332064,114,1.927452103,116,2.760577034,166,2.794129995,168,32,3.277951984,down,0,0,0.088138447,1,1,left,0.494646772,30,1.427355961,d,0,1,bottom,FALSE,60.08401695,4,714
88,1084.720141,1.128518425,68,1.545813048,93,1.578819309,95,2.611481962,157,2.645029804,159,44,3.063207909,left,0,1,0.088138447,1,-1,bottom,0.493353123,30,1.661181078,d,0,1,left,FALSE,60.08401695,4,714
89,1089.490641,1.073763609,64,1.774024956,106,1.806501583,108,2.289922506,137,2.323576161,139,11,2.940491564,right,0,1,0.088138447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
90,1092.45391,1.178219816,71,1.911759352,115,1.944669471,117,2.677944474,161,2.711774484,163,26,3.028580319,right,0,1,0.088138447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
91,1095.504131,1.094163332,66,1.878636469,113,1.911737165,115,2.412134817,145,2.444686537,147,12,3.444443054,nope,0,0,0.081538447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
92,1098.971711,1.093535849,66,1.593835084,96,1.626557471,98,2.543701908,153,2.577030728,155,37,3.094424451,right,1,1,0.081538447,1,1,bottom,0.494556319,30,1.661728347,d,0,1,right,FALSE,60.08401695,4,714
93,1103.770935,1.160661115,70,1.860885484,112,1.894621059,114,2.194619693,132,2.227542328,134,0,3.145191368,down,0,0,0.081538447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
94,1106.937708,1.160462573,70,1.711448512,103,1.745312655,105,2.093989821,126,2.127790818,128,3,2.677969505,right,0,1,0.081538447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
95,1109.637157,1.079290916,65,1.778503235,107,1.81129275,109,2.278382062,137,2.311474794,139,10,3.311846278,nope,0,0,0.081538447,1,1,bottom,0.49383497,30,1.360823476,s,0,1,bottom,TRUE,60.08401695,4,714
96,1114.355105,1.192961387,72,1.942479255,117,1.976366154,119,2.492426975,150,2.525757502,152,13,2.993192128,right,1,1,0.081538447,1,1,bottom,0.495826644,30,1.795968638,s,0,1,bottom,TRUE,60.08401695,4,714
97,1119.18719,1.011347591,61,1.661149789,100,1.694611729,102,2.561455168,154,2.593982995,156,34,3.445670712,left,0,1,0.081538447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
98,1122.654604,1.160684439,70,1.710879625,103,1.743616802,105,2.126926678,128,2.160901185,130,5,2.661837005,left,0,1,0.081538447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
99,1125.339896,1.190878692,72,1.79082021,108,1.824756033,110,2.874797049,173,2.907447756,175,45,3.257970962,right,1,1,0.081538447,1,1,left,0.495950661,30,1.612215827,d,0,1,bottom,FALSE,60.08401695,4,714
100,1130.252709,1.096011646,66,1.729971476,104,1.763223496,106,2.730011867,164,2.763101755,166,40,3.06355493,down,0,1,0.081538447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
101,1133.338283,1.077540451,65,1.81027046,109,1.843575956,111,2.726692411,164,2.759829516,166,35,3.1946982,down,0,0,0.081538447,-1,-1,right,0.493241052,30,1.277713051,d,0,1,left,FALSE,60.08401695,4,714
102,1137.851661,1.03055322,62,1.764930158,106,1.797482447,108,2.329932906,140,2.364191856,142,14,3.363881244,nope,0,0,0.081538447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
103,1141.237257,1.194516725,72,1.811433266,109,1.845202973,111,2.895267883,174,2.929128613,176,45,3.479189541,right,0,1,0.081538447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
104,1144.737643,1.044699736,63,1.544588803,93,1.57772477,95,2.327131136,140,2.360271655,142,27,2.944609738,down,0,1,0.081538447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
105,1147.704091,1.144073505,69,1.844090799,111,1.877804756,113,2.910785417,175,2.943756407,177,44,3.677939354,down,0,0,0.081538447,-1,-1,right,0.495819249,30,1.145899063,d,0,1,left,FALSE,60.08401695,4,714
106,1152.57059,1.011609848,61,1.710981455,103,1.744501422,105,2.144144616,129,2.177405169,131,6,3.177896688,nope,0,0,0.081538447,-1,-1,bottom,0.493939077,30,1.361094266,d,0,1,right,FALSE,60.08401695,4,714
107,1157.152708,1.012941044,61,1.663187543,100,1.696036222,102,2.645819419,159,2.679072009,161,39,3.230626834,down,1,1,0.087313447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
108,1160.40584,1.008405876,61,1.741642195,105,1.774976704,107,2.524434839,152,2.558407071,154,27,3.392005885,left,0,1,0.087313447,1,-1,bottom,0.497014481,30,1.47951722,d,0,1,left,FALSE,60.08401695,4,714
109,1165.320156,1.011972229,61,1.778272267,107,1.811923077,109,2.228599889,134,2.261882061,136,7,2.862773621,left,0,1,0.087313447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
110,1168.205727,1.042299032,63,1.82517132,110,1.858701527,112,2.260101444,136,2.292731671,138,6,2.909588478,left,0,1,0.087313447,1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
111,1171.136066,1.095930295,66,1.562452427,94,1.596025868,96,2.512306735,151,2.546003056,153,37,3.030207337,down,0,1,0.087313447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
112,1174.187485,1.042683031,63,1.693250382,102,1.726720286,104,2.492220469,150,2.525871279,152,28,2.859347782,right,0,1,0.087313447,-1,1,bottom,0.496124172,30,1.079758542,d,0,1,left,FALSE,60.08401695,4,714
113,1178.169958,1.111784041,67,1.645365447,99,1.678542375,101,2.52830384,152,2.561355044,154,33,3.06225161,down,0,1,0.087313447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
114,1181.253854,1.161560526,70,1.860901982,112,1.894279158,114,2.478370912,149,2.512399463,151,17,3.012246433,right,0,1,0.087313447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
115,1184.288654,1.109198449,67,1.892932602,114,1.925885956,116,2.426449155,146,2.459825192,148,12,3.060487491,down,0,1,0.087313447,0,0,left,0.491199885,30,1.092125578,s,0,1,left,TRUE,60.08401695,4,714
116,1188.487202,1.177893843,71,1.927893559,116,1.960658612,118,2.694460405,162,2.72834389,164,26,3.211266468,down,0,1,0.087313447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
117,1191.722049,1.108981704,67,1.775544453,107,1.808809558,109,2.758695155,166,2.791836811,168,39,3.492818369,right,0,0,0.087313447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
118,1195.237674,0.993552802,60,1.55965464,94,1.593273024,96,2.060386229,124,2.093649627,126,10,2.677505294,right,0,1,0.087313447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
119,1197.939619,1.075128938,65,1.80813884,109,1.841468229,111,2.208271277,133,2.241696808,135,4,2.891595717,left,0,1,0.087313447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
120,1200.852762,1.178870623,71,1.94569745,117,1.979345985,119,2.613430401,157,2.646038441,159,20,3.097369011,right,0,1,0.087313447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
121,1203.974374,1.189393896,72,1.60661172,97,1.640185161,99,2.339527755,141,2.372732558,143,24,2.855611901,left,0,1,0.087313447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
122,1206.853406,1.011766861,61,1.812743981,109,1.845352591,111,2.528744159,152,2.562507609,154,23,3.245730218,left,0,1,0.087313447,1,-1,bottom,0.49541989,30,1.412540434,d,0,1,right,FALSE,60.08401695,4,714
123,1211.553654,1.093691156,66,1.595183916,96,1.628974672,98,2.127649165,128,2.161279495,130,12,2.761896852,left,0,1,0.068338447,-1,-1,bottom,0.496016652,30,1.546645898,s,0,1,bottom,TRUE,60.08401695,4,714
124,1215.903525,1.012014896,61,1.677162255,101,1.710413137,103,2.261904247,136,2.294627771,138,15,2.911027763,left,0,1,0.068338447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
125,1218.833831,1.098613167,66,1.848571923,111,1.881649864,113,2.848530394,171,2.881946254,173,40,3.182574647,right,0,1,0.068338447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
126,1222.037091,1.177692457,71,1.977911251,119,2.010549443,121,2.393677275,144,2.427664298,146,5,3.06122932,right,0,1,0.068338447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
127,1225.119713,1.113295574,67,1.646010565,99,1.678643637,101,2.062465511,124,2.096218152,126,5,2.829419769,down,0,1,0.068338447,0,0,left,0.494584764,30,1.161781823,s,0,1,left,TRUE,60.08401695,4,714
128,1229.153132,1.010805442,61,1.711773915,103,1.744885989,105,2.161273238,130,2.194355161,132,7,2.861514673,down,0,1,0.068338447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
129,1232.034459,1.131670059,68,1.731188325,104,1.764202551,106,2.447631097,147,2.481439489,149,23,2.830739018,down,0,1,0.068338447,0,0,right,0.499311647,30,1.265953017,d,0,0,right,TRUE,60.08401695,4,714
130,1236.170405,0.995763498,60,1.644769254,99,1.677645809,101,2.37760849,143,2.411451584,145,24,2.810980431,left,0,1,0,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
131,1239.002723,0.995497258,60,1.579187948,95,1.612413799,97,2.278846274,137,2.312594933,139,22,2.446155973,right,0,0,0.068338447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
132,1241.47073,1.060788432,63,1.728547552,103,1.76118233,105,2.377466268,142,2.410767781,144,19,2.860843387,down,0,0,0.068338447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
